member_id,score,rank
7356,0.6702030575308846,177
9841,0.6695932770132765,178
901,0.6695462042482818,179
553,0.66953573435319,180
58,0.6693917858920104,181
3262,0.6688410126237508,182
3174,0.6686998232228879,183
8973,0.6685713852609645,184
9369,0.6679665403145393,185
2746,0.667835308085563,186
859,0.6674008452685465,187
4658,0.6673799653766499,188
225,0.667024670349568,189
4186,0.6666168158297465,190
664,0.6662856190244898,191
5743,0.6662569717831228,192
5586,0.6655326866783252,193
4406,0.6653125778103349,194
6020,0.664335292306149,195
204,0.664023968497131,196
6361,0.6639710875603766,197
4163,0.6638866243933598,198
1281,0.6634609820304367,199
9931,0.6634491061120581,200
1474,0.6631223895751871,201
2416,0.6624686165006014,202
8648,0.6623697693364364,203
9033,0.6620883685831017,204
387,0.662029740191283,205
5647,0.6615358101794597,206
6095,0.6613317088871695,207
9469,0.6609181487323744,208
7576,0.6605687002659649,209
1139,0.6603023875856111,210
985,0.6600777033000638,211
7064,0.6599461129775659,212
1839,0.6597786232722012,213
2201,0.6597168006562302,214
7493,0.6596608445299598,215
5464,0.6595091196944891,216
2898,0.6591008155886392,217
8692,0.6589575664375218,218
7843,0.6587484841306902,219
8230,0.6586373398571594,220
5587,0.6586341881331466,221
4242,0.6585009550799131,222
1713,0.6582244648342275,223
8979,0.6580067720686491,224
1630,0.6577698181216837,225
5961,0.6574850893976889,226
1656,0.6574758206152153,227
348,0.6568463858819747,228
2559,0.6565878881293372,229
3152,0.656256193121598,230
3712,0.6551852433205579,231
1896,0.6550458267411867,232
2716,0.6549036362121442,233
5339,0.6537587871963353,234
2631,0.6530044005176222,235
2680,0.6528981831793247,236
5358,0.6526756371680131,237
674,0.6526119897821611,238
9207,0.6525907018873289,239
5993,0.6524256847936319,240
2424,0.651868101167682,241
2466,0.651299449636357,242
6855,0.6511670477075584,243
9702,0.6511526582103145,244
18,0.6510530098710495,245
6544,0.6510130486009736,246
9873,0.6509145378308967,247
9268,0.650774208196086,248
5764,0.6505828180795388,249
1490,0.6504691170392581,250
9791,0.6502473825783673,251
4698,0.649700084091383,252
9897,0.6492779786523737,253
5342,0.6487554781201257,254
6878,0.648512819662234,255
3838,0.6480546218545912,256
6119,0.6473491268342029,257
1262,0.6472278999978434,258
1228,0.6462147120612639,259
8447,0.6462116578673763,260
9926,0.6460621607989628,261
4426,0.6454342530006423,262
1271,0.6453728862208251,263
5973,0.645113902278501,264
8191,0.6449131536161533,265
6164,0.6439219666944519,266
8854,0.6437611895156067,267
7725,0.6429493368575852,268
7041,0.6429251298899012,269
7176,0.6425113591122316,270
2875,0.6424845060185032,271
7444,0.6424333444891971,272
7456,0.6422716210785153,273
9044,0.64220030737713,274
6640,0.6419975625438716,275
6096,0.6419692528785771,276
8687,0.6414137997226739,277
9321,0.6413806777758946,278
9761,0.6412933523989801,279
6143,0.6407451540535231,280
4308,0.6406853787592481,281
5264,0.6404016580456643,282
3423,0.6403180185126537,283
8735,0.6402493765855225,284
6511,0.6400215273568428,285
4594,0.6397419749203272,286
270,0.6396705984147352,287
5663,0.6390424207087363,288
1469,0.6390239231195927,289
9110,0.6387751640188977,290
1332,0.6387382093550815,291
7946,0.6378750009467872,292
1206,0.6377251522774865,293
4273,0.6377003094452238,294
5035,0.6375470819398416,295
3525,0.6371224974256151,296
3866,0.6370417431380015,297
2096,0.6368771437150353,298
5840,0.6368569721315661,299
5431,0.6364465549224134,300
1481,0.6363189425864415,301
1172,0.6361552965767695,302
771,0.6360450169574953,303
1862,0.6358074017323782,304
4185,0.6355592185121373,305
468,0.6351580553992245,306
5517,0.6346679583287131,307
8291,0.6340819910729641,308
531,0.6339654469728667,309
3079,0.6337675455560888,310
8980,0.633652282489221,311
720,0.6334235513408707,312
9978,0.6333691018471943,313
8027,0.6330773787993005,314
4449,0.6328680188147034,315
3268,0.6328643627168048,316
7336,0.6328426286040411,317
8885,0.632837629612951,318
1686,0.6328339003246681,319
3692,0.6320329123540347,320
2326,0.6319176657342216,321
3894,0.6315602451451099,322
6559,0.6311187876301577,323
3401,0.6308168802961841,324
6667,0.6308106722005481,325
3434,0.6306303212951885,326
7882,0.6302350349794786,327
8941,0.6300995123323831,328
5849,0.6300486914270057,329
3358,0.6291988619786588,330
3518,0.6291438731207242,331
3013,0.628880397307892,332
841,0.62858321144358,333
9157,0.6285228472271246,334
30,0.6283349722786038,335
3776,0.6283161773108625,336
4252,0.6282777298609727,337
7860,0.6282497246179816,338
7461,0.6278710658914491,339
6634,0.6268151953205502,340
3598,0.6265932800736874,341
3921,0.6265268562305051,342
6563,0.6264676308697842,343
3085,0.6262955267769322,344
1063,0.6260583350451357,345
7349,0.625436109111597,346
3117,0.6250442513244364,347
3574,0.6249992967769813,348
2538,0.6243014042551315,349
4631,0.6240682746258223,350
7959,0.6240565738950916,351
1061,0.6235287759837085,352
1462,0.6234667371284303,353
2231,0.6229854023831877,354
5251,0.6227054961882291,355
6605,0.6223769780008687,356
1017,0.6221548962486424,357
1126,0.6219486000141228,358
9710,0.6218369130614191,359
7676,0.6217931254961289,360
5153,0.6216940838530131,361
1975,0.6216449009880658,362
3740,0.6215682331025183,363
8934,0.621544385033326,364
2724,0.6215402095633777,365
3950,0.6213336244377083,366
2707,0.6213105611608535,367
5954,0.6212074882841322,368
9087,0.6210229990949382,369
4214,0.6205744142332931,370
5139,0.6205568396065935,371
4707,0.6204008502772925,372
2578,0.6202345657361478,373
4683,0.6202270649909052,374
3415,0.6201661307035524,375
9076,0.6199386678709233,376
9387,0.6199288535373446,377
6916,0.6198351756261438,378
2047,0.6197711519822174,379
2952,0.6195818253569872,380
6572,0.6195478216854479,381
5469,0.6192751322973798,382
3800,0.6190648330325271,383
3312,0.6190588162762716,384
2359,0.6184155354304851,385
2453,0.6183713972554427,386
9441,0.6181684976404872,387
4946,0.6181565696361242,388
6103,0.6180147363048022,389
1022,0.6179922111016634,390
8340,0.6176686945824913,391
1774,0.6171417462202522,392
8060,0.6169214920925803,393
5068,0.6168237877975922,394
2971,0.6166608296898802,395
45,0.6165927113510351,396
6266,0.6164565863751593,397
3399,0.6164452607575555,398
670,0.6162765696569775,399
2142,0.6160737815148394,400
1909,0.6160054098584844,401
5765,0.615470949596292,402
322,0.6152816422318786,403
7021,0.615242240620224,404
6191,0.6151176194682152,405
6723,0.6150786055976639,406
5474,0.6149725431299213,407
3102,0.614931191636438,408
1452,0.614643043426641,409
2242,0.6144109308398075,410
198,0.6143800710359747,411
2771,0.6142608425794206,412
4907,0.6140359640191575,413
5336,0.6138132330728031,414
2745,0.6134160877229514,415
3031,0.6134104269821159,416
6793,0.6132040767911154,417
5527,0.612811356787534,418
2698,0.6124785347355988,419
3859,0.612162002351545,420
3527,0.6114962951557074,421
7714,0.6113492821251508,422
470,0.6113317623484963,423
6868,0.6112874902588541,424
2469,0.6111410405725601,425
3296,0.6109800262486527,426
3096,0.6108574375096795,427
2346,0.6108111306357658,428
5051,0.6104980806710386,429
9463,0.610293909471663,430
8024,0.6096419779427174,431
2901,0.609312381436015,432
1359,0.6085461225705128,433
6078,0.6083111843092003,434
6783,0.6081786680921706,435
899,0.6077740920336071,436
5841,0.6077205101366363,437
9682,0.6076804162164434,438
7321,0.6076719403857765,439
4007,0.6075488852506966,440
9922,0.607486319998754,441
5956,0.6073512788595271,442
9169,0.6073046446452054,443
1990,0.6072617287937104,444
5860,0.6072328194808294,445
9271,0.6072197187369043,446
8598,0.6070573313433952,447
761,0.6069834715233117,448
6513,0.6069610348728757,449
3425,0.6068244346896197,450
1326,0.6065057865931096,451
4843,0.6064728806487665,452
5447,0.6064725715836875,453
2409,0.6062486658093759,454
6517,0.6061712441477797,455
9376,0.6060396425040077,456
9844,0.6059422392360732,457
1364,0.6059344543466858,458
4606,0.6058933009774521,459
5520,0.6056956886947896,460
5282,0.6056443075360254,461
2610,0.6054235681115037,462
2062,0.6052046054325309,463
2960,0.604943740393344,464
1003,0.6046472746185603,465
326,0.6046145264050111,466
2622,0.6044146195716381,467
2363,0.6042742795441337,468
9122,0.6036622496856745,469
1761,0.6035930517804243,470
3616,0.6035623254580991,471
6618,0.6035531780735923,472
5699,0.6033126251168109,473
3194,0.6031316982956141,474
357,0.6030712390438872,475
5706,0.6029525482159356,476
3428,0.6026559857544976,477
8115,0.6024804235531207,478
7309,0.6023936507660832,479
210,0.6020884582672325,480
5200,0.6020235405346974,481
9496,0.6014571967203748,482
7355,0.6014157324320654,483
3668,0.6009804340895963,484
4689,0.6009456238936213,485
7395,0.6007443313727584,486
1150,0.6006538337089963,487
2454,0.6006473639218808,488
9603,0.6006354933202799,489
5725,0.6003936413842762,490
6184,0.6003242915351572,491
28,0.6002802998242726,492
123,0.6000097687356515,493
17,0.5996478495066352,494
7380,0.5994688692613401,495
1701,0.5988069745436462,496
6199,0.5987986610451191,497
5160,0.5985872350703162,498
1558,0.598462246995693,499
1266,0.5981962871650578,500
6194,0.5981340950383377,501
675,0.5979289335444774,502
370,0.5979114530650221,503
456,0.5978212947019882,504
525,0.597690541406629,505
6063,0.5975848608903827,506
2080,0.5974094971530329,507
2955,0.597394206759228,508
5777,0.5973842512200999,509
1363,0.5973178178388285,510
9911,0.5972439556019472,511
4944,0.5971852164178032,512
3995,0.5971407791625738,513
1677,0.596863423639819,514
9754,0.5966943487793523,515
1301,0.5965211497798415,516
504,0.596404161086488,517
4761,0.5962372997249213,518
5781,0.5961914586981371,519
9970,0.5959177274510788,520
4412,0.5957208065943733,521
3917,0.5956453291021601,522
6285,0.5955666543019955,523
4362,0.5955228068740585,524
2196,0.59525510782897,525
9227,0.5950325287904387,526
4353,0.5947750883494142,527
6549,0.5943937124145618,528
1739,0.5942899749499022,529
8006,0.5939692407484342,530
4681,0.5939430176382365,531
4690,0.5934053408121923,532
578,0.5933872926661744,533
9611,0.5933144404099057,534
6384,0.5932589002173267,535
1641,0.592928091588674,536
2048,0.5924874258938712,537
6120,0.5922185105144867,538
4776,0.5922114685490169,539
7592,0.5920749052180497,540
3860,0.5920475837517496,541
2462,0.5919829660830179,542
5429,0.5918216459726258,543
305,0.5914502339093834,544
6853,0.5914198263490311,545
4714,0.5912828224289525,546
2124,0.5911195997393652,547
8851,0.5907675446781806,548
2212,0.5902381083870462,549
6784,0.5901723449125553,550
5712,0.5900438827397935,551
3270,0.5893838816552073,552
7071,0.5893524461616128,553
8183,0.5892667728554192,554
940,0.5891633349446695,555
6614,0.5891216468529665,556
9882,0.5889853544557325,557
7475,0.5888911364207071,558
669,0.5886944344820142,559
1946,0.5884642139393363,560
853,0.5883050119813192,561
3299,0.5881271757120823,562
2507,0.5878156212962782,563
3827,0.5877065747119291,564
6149,0.5875740571837894,565
4056,0.5874345294859068,566
8278,0.5872141320508216,567
1593,0.5867739525203347,568
8179,0.586659233078811,569
3828,0.5866251285125186,570
2179,0.5864054250553741,571
7025,0.5863991497352368,572
9036,0.586394218310602,573
4874,0.5863162301642695,574
6535,0.5861082077668559,575
6693,0.5860505013748951,576
7709,0.5859239440902965,577
8788,0.5858267189970363,578
1769,0.5856791256031876,579
4538,0.5856374438189166,580
6887,0.5849379062269711,581
7844,0.584888286566265,582
2184,0.5846171324907314,583
8749,0.5846051031515663,584
7907,0.5845152262454234,585
3559,0.5845015035158473,586
5193,0.5843365092665844,587
1255,0.5842987774291786,588
7826,0.5842013774770728,589
5187,0.5841961018815819,590
515,0.5841614369389896,591
7220,0.5839427731562309,592
7963,0.5838540010915441,593
1492,0.5838215268998739,594
9723,0.5836683844146214,595
2463,0.5835357093809846,596
3822,0.5833832603645767,597
3324,0.5833574189701821,598
6277,0.5832509930021357,599
8226,0.5832064152487386,600
4842,0.5831894497397493,601
2824,0.5830847167302047,602
7520,0.5830652682660534,603
8200,0.5828508764716,604
3381,0.582648704001861,605
4083,0.5826213731810755,606
2936,0.5825882947081769,607
6030,0.5823316783934227,608
934,0.581680240524063,609
7536,0.5815779834043916,610
7092,0.5814741793248385,611
186,0.5814320201053607,612
5218,0.5813286858456218,613
9908,0.5811688868768969,614
5462,0.5810888152886224,615
4164,0.5810814179815788,616
397,0.5809288365859914,617
6974,0.5809195435220335,618
7467,0.5807321448538013,619
1095,0.5807245709818718,620
3558,0.5806734820285318,621
4384,0.5803620355009538,622
7479,0.579856236169423,623
2847,0.579676615728438,624
3599,0.5794611287120278,625
4292,0.5794015626831136,626
6741,0.579238284886464,627
2903,0.5791712435592771,628
3308,0.5791592284657983,629
4151,0.5789152900746978,630
4477,0.578868086641756,631
7815,0.5784728914956089,632
2443,0.5783665897875291,633
9089,0.5782277533052499,634
5258,0.5778730812481326,635
5272,0.5776853527175486,636
6747,0.5775796009990678,637
9210,0.5775719142196687,638
850,0.5775570184758823,639
9235,0.5775399364198479,640
2158,0.5774233168342495,641
1506,0.5771981224380799,642
512,0.5771595875486226,643
1951,0.5771437181390309,644
2787,0.5771289993631066,645
818,0.5769205175776188,646
4621,0.5765632427146883,647
4637,0.576408738819717,648
9820,0.5764027149493368,649
6790,0.5762129768437575,650
1595,0.5761522663841463,651
1999,0.5759441821040624,652
9220,0.5759221397920044,653
5449,0.5758298573743695,654
8217,0.5757838727675761,655
2520,0.5757189315934406,656
471,0.5756972094502097,657
8501,0.575618343994949,658
3664,0.5752708272688555,659
4127,0.5749999312656408,660
4663,0.5747229088137757,661
2882,0.5745815752036553,662
103,0.5743849250906353,663
5245,0.5742404956396006,664
3479,0.5737235173741216,665
454,0.5737026770807047,666
329,0.5735990639410695,667
1358,0.5735631748584901,668
9644,0.5732983348328936,669
1019,0.573114775102032,670
8376,0.5731055271133481,671
8481,0.5729916752879962,672
4057,0.5727712317379036,673
1826,0.5726431391116901,674
2723,0.5726027152940797,675
5605,0.5725452459302359,676
8297,0.572541205864414,677
2865,0.5724792081891329,678
5243,0.5724065061822426,679
4192,0.5721630352668772,680
4749,0.5721053158348276,681
2948,0.5720925986559577,682
1308,0.5717523133893063,683
9086,0.5716532898438091,684
3012,0.571635437310468,685
4520,0.571508394498832,686
3709,0.5715015036835854,687
4679,0.5714632526813587,688
714,0.5714134172183603,689
2773,0.5713148676451867,690
1670,0.571229473327494,691
8580,0.5711682143984925,692
6372,0.5709548189334607,693
8132,0.5708761571682657,694
6075,0.5708527903926429,695
6627,0.5708437757978019,696
1361,0.5708225219853174,697
2125,0.5707148471284245,698
5241,0.5705778090200534,699
8682,0.5705495248018557,700
2587,0.5704143211794984,701
3393,0.5699903594120372,702
285,0.5696676587924053,703
2020,0.5693789283644518,704
1352,0.5692178612502422,705
4561,0.569214104420464,706
4081,0.569026877385892,707
9809,0.568873864643338,708
2804,0.5688718187931802,709
5197,0.5686640511441209,710
4093,0.5685905353575176,711
314,0.5683281516373234,712
9969,0.5681887660723758,713
9440,0.5681778278429147,714
6807,0.5680606541819098,715
3637,0.5679590274444665,716
2193,0.567908620835198,717
725,0.5678830920521637,718
2413,0.5677720704541007,719
5323,0.5677294515518262,720
4088,0.5675225880980158,721
8336,0.5675057410634005,722
3473,0.567243382368963,723
5471,0.5670696636082534,724
7825,0.5669822095817737,725
2676,0.5666908457634419,726
7448,0.5664076079597199,727
2627,0.566329021005294,728
1356,0.5662320005474658,729
9123,0.5659029806624304,730
6979,0.5657910152597169,731
1221,0.5654763672902042,732
2236,0.5653315779947526,733
436,0.5652412659986306,734
3652,0.5651045951588729,735
1614,0.5648667730191432,736
5185,0.5646509299534864,737
3081,0.5645860816325614,738
1014,0.5643381453184141,739
7158,0.5642033480748185,740
7537,0.5639237058359665,741
411,0.5637568546653097,742
4777,0.5637006109481565,743
6595,0.5636103872664467,744
9959,0.5635210788161319,745
3990,0.5635044424096268,746
5174,0.5634258647801571,747
4322,0.5632869667426875,748
6011,0.5632146982858458,749
489,0.5631957881023043,750
951,0.5631267836714321,751
6404,0.5630754575646495,752
3710,0.5630397510942242,753
7701,0.562926223247637,754
4693,0.5625562282632224,755
4099,0.5624568823946129,756
5916,0.5619864019755584,757
5740,0.5615281353272684,758
9542,0.5613196078936656,759
4719,0.5610048218938305,760
8387,0.5605468284693721,761
2706,0.560539044615914,762
6921,0.5602374456199823,763
8529,0.5598757457590772,764
3632,0.5597593538387914,765
984,0.5596451637349619,766
5057,0.5593855071792339,767
9698,0.5592824055616332,768
7516,0.5592014039798346,769
5294,0.5591984077265697,770
1996,0.5590722926380252,771
9578,0.5588440236932605,772
9203,0.5585984731281488,773
1180,0.5581432958229593,774
612,0.5580865169014303,775
3852,0.5578815442976345,776
3705,0.5577223935919214,777
2586,0.5576676671643802,778
8714,0.5576238540917708,779
4398,0.5576069169934142,780
2695,0.5572428177255178,781
9153,0.5571992064129645,782
1224,0.5571335835825176,783
1203,0.5570438856740503,784
3032,0.557005071203546,785
8402,0.5569055144221485,786
2182,0.5567505421190686,787
6159,0.5566447721203497,788
8936,0.5564093578826353,789
3387,0.5563177444789228,790
2183,0.5562366125577717,791
2480,0.5561743766885373,792
516,0.5561703529240989,793
7998,0.5558633158688481,794
8473,0.5557560593884578,795
1664,0.5557011676748811,796
7499,0.5556749018301311,797
9963,0.5556493403696634,798
9474,0.5552967918436283,799
2638,0.5550413311118008,800
8386,0.5548826197193747,801
5922,0.5548459971009811,802
2137,0.554756793471399,803
9041,0.5547193898939293,804
2974,0.5546158061431847,805
8916,0.5545307737362002,806
453,0.5544159250382731,807
8105,0.5544097789260152,808
1024,0.5543854447276891,809
6001,0.5541881422695045,810
4066,0.5540988945634264,811
7317,0.5538944000318273,812
6057,0.5534990504884844,813
571,0.5534016152384218,814
8090,0.5532043451824018,815
191,0.5531204475631897,816
3888,0.5531159698924928,817
1178,0.5530917876481677,818
2304,0.553085975094804,819
2284,0.5530654953697942,820
800,0.5529791893620747,821
4896,0.5529175088066886,822
5577,0.5528974552203881,823
2911,0.5527232993723618,824
4287,0.5526296912128367,825
5673,0.5520413258790505,826
166,0.5520273809978414,827
1303,0.5518569839106288,828
3150,0.551715750802771,829
820,0.5515382094899461,830
6576,0.5514442542311174,831
8731,0.5514000728757846,832
4237,0.5512316835941933,833
206,0.5512161640876727,834
1808,0.5510067145372969,835
6810,0.5510010667035341,836
1345,0.5509854985823133,837
7331,0.5505775918578818,838
5439,0.5504888601484927,839
9446,0.550455985331113,840
4112,0.5502811742604488,841
3238,0.5502415713033689,842
8401,0.550186342321484,843
8390,0.55002699688042,844
7133,0.5500182599803505,845
1732,0.5499855622834592,846
5005,0.5499385235381345,847
2032,0.5496601155145454,848
9638,0.5496408715409633,849
589,0.5496169378124679,850
1431,0.5493168194459841,851
9075,0.5493128463951598,852
6531,0.5492676147209766,853
7980,0.5492505278928983,854
5209,0.5492258680133548,855
5230,0.5492231569959591,856
2421,0.549136330274277,857
2525,0.5481726907621243,858
5298,0.5479707806426498,859
9892,0.5479494542072739,860
218,0.5478451163882919,861
9293,0.5477723336004927,862
4361,0.5473778131175363,863
2597,0.5472391357944417,864
7431,0.5472276219323096,865
5463,0.5467640627638252,866
41,0.5465889136086836,867
4153,0.546268339279423,868
7438,0.5462648891068954,869
5951,0.5462016666910939,870
1837,0.5461908356584367,871
1935,0.5461811387343576,872
5746,0.5459750007422888,873
2534,0.5459180350439965,874
8377,0.5459155555243963,875
3785,0.5458790240137906,876
4923,0.5457899845428756,877
4930,0.5457545522783164,878
7518,0.5457302200242108,879
6403,0.5456914823483948,880
2322,0.545605274006316,881
6820,0.5455081539148886,882
7600,0.545487209472011,883
1196,0.5453949236869803,884
6932,0.5452803286092228,885
4933,0.5450867145341199,886
3849,0.545081286154419,887
1943,0.5450589478084239,888
2353,0.5449811480104669,889
9371,0.5447637901828324,890
9328,0.5446958483917277,891
3530,0.5446067753487951,892
733,0.5445150429363123,893
6688,0.5445071615287375,894
6622,0.544507035661463,895
6521,0.544430183577931,896
7400,0.5443064716683889,897
440,0.5442401421028487,898
7337,0.5442189554712399,899
7999,0.5441284852748245,900
6993,0.5440242187030055,901
3018,0.5437429803778348,902
1439,0.5437192168813718,903
6458,0.5436991717886,904
8510,0.5435775120665949,905
2130,0.5435363699746101,906
977,0.543310754439635,907
5608,0.5432300355800416,908
3011,0.5432020084386621,909
2001,0.5431204352805278,910
9837,0.5430565704517611,911
8242,0.5429774529614413,912
3972,0.5429255596712501,913
1035,0.5429198703952708,914
176,0.5428169092644625,915
8106,0.5426987137165269,916
6736,0.5426572997590441,917
8669,0.5426087919038421,918
2301,0.542582811847783,919
2075,0.5422492964248826,920
4135,0.5421700824505575,921
9590,0.5418262176671241,922
4183,0.541752919890162,923
346,0.5414730343683274,924
8747,0.5414494073325508,925
8343,0.5414008575161385,926
2985,0.5412469079937517,927
1489,0.5410348764710622,928
1033,0.5409628264914307,929
2583,0.5408200707847501,930
1186,0.5407407585693275,931
5145,0.5406371664888702,932
8067,0.5405329120413175,933
9471,0.5405242551413686,934
7827,0.5405105744462508,935
3323,0.540290668622444,936
6956,0.5400318473086244,937
316,0.5399266162152346,938
607,0.5399193136008354,939
1200,0.5398919960724804,940
3607,0.5398131476612703,941
2362,0.5397796295949344,942
672,0.5395128842660443,943
1628,0.5393257894812282,944
549,0.5392369452967427,945
338,0.5388943796107877,946
9276,0.538833676775266,947
1261,0.538673573511048,948
3865,0.5384908898729341,949
4244,0.5384204379858911,950
8309,0.5382747015399476,951
7261,0.5381528984328111,952
8159,0.5380733443067628,953
4020,0.5380121762840481,954
6444,0.5379563329470376,955
5410,0.5379512273018358,956
6683,0.5378892544991667,957
5421,0.537869318493072,958
991,0.5375968642185094,959
6364,0.5375642751075886,960
6051,0.5375081860768804,961
5178,0.537280147736584,962
6740,0.5371827344862429,963
3933,0.5370067040285132,964
6214,0.5369925719206188,965
7108,0.5368640832316801,966
5590,0.5363818305851349,967
3008,0.5362392479088098,968
3532,0.5359807765207879,969
8674,0.5358719543018169,970
1053,0.5356663765516088,971
2530,0.5354045735336589,972
6012,0.535195141890958,973
9546,0.5349970728713445,974
465,0.5349598636874981,975
9326,0.5347183651399461,976
6281,0.5345999503535406,977
1780,0.5345608733707865,978
4346,0.5344959581620903,979
3771,0.5344548404203521,980
9136,0.5344092536279931,981
5982,0.5342398167085795,982
8603,0.5341788360614086,983
3773,0.5340934703135752,984
2099,0.5340864121093878,985
3714,0.5339277211030227,986
1165,0.5337343168643777,987
789,0.5336799754049734,988
6407,0.5336778574332746,989
8339,0.5334562082255245,990
3513,0.533451842428081,991
6363,0.5333666135343044,992
917,0.5332161188149146,993
133,0.5329319823979333,994
248,0.5328629878073471,995
6122,0.5326479413633566,996
5917,0.5326149215125712,997
3731,0.5325293173775778,998
3478,0.5325192528214779,999
2770,0.5325049646785455,1000
7721,0.5324832771523632,1001
6757,0.5324494508881364,1002
4982,0.532429014367451,1003
8587,0.5321905098982117,1004
8952,0.5319486892709694,1005
7793,0.5319014867464917,1006
8889,0.5318067566543594,1007
7798,0.53164917061678,1008
950,0.5314028098610072,1009
3560,0.5313688580687626,1010
6287,0.5313378988087639,1011
5250,0.5312545876062624,1012
911,0.5312282708554456,1013
