member_id,p_treat,p_control,uplift,net_value,policy_net_value
24,0.2379357467183949,0.3477449115116639,0.10980916479326902,-13.528625281009646,-13.528625281009646
25,0.3687897395856551,0.44078229176702965,0.07199255218137457,-19.201117172793815,-19.201117172793815
26,0.28082211247981625,0.33209310546429843,0.05127099298448218,-22.309351052327674,-22.309351052327674
27,0.3327692552899711,0.4032301456712082,0.0704608903812371,-19.430866442814434,-19.430866442814434
28,0.580763294269586,0.6564511616271398,0.07568786735755384,-18.646819896366924,-18.646819896366924
29,0.4760284160722423,0.5760556150837423,0.10002719901149998,-14.995920148275003,-14.995920148275003
30,0.7045665607071825,0.5722891742890596,-0.13227738641812292,-49.84160796271844,-49.84160796271844
31,0.5451657178670655,0.6498777949200774,0.10471207705301189,-14.293188442048217,-14.293188442048217
32,0.5805253892806067,0.47030209703264275,-0.11022329224796396,-46.5334938371946,-46.5334938371946
33,0.31414504112608865,0.3458057340225069,0.03166069289641826,-25.250896065537262,-25.250896065537262
34,0.7699798725307367,0.7448936165256023,-0.025086256005134477,-33.762938400770174,-33.762938400770174
35,0.27476028551896003,0.4732144395042008,0.19845415398524074,-0.23187690221388735,-0.23187690221388735
36,0.5554418610677286,0.7140406990682336,0.158598838000505,-6.2101742999242475,-6.2101742999242475
37,0.35224768970374715,0.45364587741607676,0.10139818771232961,-14.790271843150558,-14.790271843150558
38,0.4301244647196383,0.5718775895486659,0.14175312482902758,-8.737031275645862,-8.737031275645862
39,0.2849639243161968,0.30314820957331745,0.018184285257120625,-27.272357211431906,-27.272357211431906
40,0.7605274493927717,0.7603323894562796,-0.00019505993649215903,-30.029258990473824,-30.029258990473824
41,0.5168320744557958,0.520415687121106,0.003583612665310154,-29.462458100203477,-29.462458100203477
42,0.15938966053604808,0.24447367110314885,0.08508401056710077,-17.237398414934884,-17.237398414934884
43,0.36746390305403986,0.4642999091253661,0.09683600607132625,-15.474599089301062,-15.474599089301062
44,0.2938503624487575,0.3667097122100326,0.07285934976127512,-19.071097535808732,-19.071097535808732
45,0.7126241831029191,0.6424059772941355,-0.07021820580878357,-40.53273087131754,-40.53273087131754
46,0.19250875667556383,0.3233600432398186,0.13085128656425477,-10.372307015361784,-10.372307015361784
47,0.4194428845081189,0.4882123347553005,0.06876945024718162,-19.684582462922755,-19.684582462922755
48,0.6260631826483057,0.687381512957072,0.06131833030876621,-20.80225045368507,-20.80225045368507
49,0.19453000065316006,0.3350814007027935,0.14055140004963346,-8.91728999255498,-8.91728999255498
50,0.7891864915735302,0.6911553455749285,-0.09803114599860163,-44.70467189979024,-44.70467189979024
51,0.27519336469312516,0.28454371431356695,0.009350349620441789,-28.59744755693373,-28.59744755693373
52,0.466916326783803,0.5197021548221765,0.052785828038373506,-22.082125794243975,-22.082125794243975
53,0.4600431168453562,0.5907875400429117,0.13074442319755547,-10.388336520366678,-10.388336520366678
54,0.5907490525801858,0.6637219932371783,0.07297294065699245,-19.054058901451135,-19.054058901451135
55,0.28088094910178574,0.3598849299919054,0.07900398089011967,-18.14940286648205,-18.14940286648205
56,0.5178989225553661,0.5617524288832797,0.04385350632791363,-23.421974050812956,-23.421974050812956
57,0.35448194288707785,0.5566537856311757,0.20217184274409788,0.32577641161468307,0.32577641161468307
58,0.7806732526149437,0.6171653859699274,-0.16350786664501626,-54.52617999675244,-54.52617999675244
59,0.44295634356596053,0.3967748607450602,-0.046181482820900344,-36.92722242313505,-36.92722242313505
60,0.4621437376502056,0.5164310686572646,0.054287331007059014,-21.856900348941146,-21.856900348941146
61,0.11992516998275658,0.28397045295882406,0.16404528297606746,-5.393207553589882,-5.393207553589882
62,0.7191243443206318,0.581119474185941,-0.13800487013469076,-50.700730520203614,-50.700730520203614
63,0.5293240633104351,0.6197017351298546,0.09037767181941947,-16.44334922708708,-16.44334922708708
64,0.5835211116923149,0.6724947007639454,0.08897358907163044,-16.653961639255435,-16.653961639255435
65,0.5181962318852392,0.4538964939894178,-0.06429973789582144,-39.64496068437322,-39.64496068437322
66,0.37655175944121105,0.5385642277459639,0.16201246830475285,-5.6981297542870735,-5.6981297542870735
67,0.4540846200577969,0.5098385109098403,0.055753890852043464,-21.636916372193483,-21.636916372193483
68,0.5283737681376526,0.614276904328096,0.08590313619044343,-17.114529571433486,-17.114529571433486
69,0.3499527860916298,0.2249466986880645,-0.12500608740356528,-48.750913110534796,-48.750913110534796
70,0.32987446354004485,0.3820923531247412,0.052217889584696364,-22.167316562295547,-22.167316562295547
71,0.19877782020975626,0.33109207359586706,0.1323142533861108,-10.15286199208338,-10.15286199208338
72,0.5916016308945007,0.7435676711714239,0.15196604027692318,-7.205093958461525,-7.205093958461525
73,0.5991913162291727,0.6162572486950981,0.01706593246592547,-27.44011013011118,-27.44011013011118
74,0.3084667836887963,0.42609253887474885,0.11762575518595253,-12.35613672210712,-12.35613672210712
75,0.3477570984737675,0.5231956356423717,0.1754385371686042,-3.6842194247093722,-3.6842194247093722
76,0.44242405251980693,0.4852933927266927,0.042869340206885764,-23.569598968967135,-23.569598968967135
77,0.2875770945579041,0.2560753444272042,-0.03150175013069989,-34.72526251960498,-34.72526251960498
78,0.4244955698918196,0.36877556196016514,-0.055720007931654436,-38.358001189748165,-38.358001189748165
79,0.12598962899669713,0.18462424432140892,0.058634615324711786,-21.204807701293234,-21.204807701293234
80,0.6045819002488476,0.6577037354930985,0.05312183524425085,-22.031724713362372,-22.031724713362372
81,0.13741362723158146,0.21300109457603392,0.07558746734445246,-18.66187989833213,-18.66187989833213
82,0.26191925258633203,0.24690358254582515,-0.015015670040506884,-32.252350506076034,-32.252350506076034
83,0.6021666887328363,0.6027310766625326,0.000564387929696264,-29.91534181054556,-29.91534181054556
84,0.4303493296370587,0.4374742049448325,0.007124875307773837,-28.931268703833926,-28.931268703833926
85,0.8795700120970046,0.8775158507934454,-0.0020541613035591766,-30.30812419553388,-30.30812419553388
86,0.49302469112454533,0.5143687483043329,0.021344057179787546,-26.79839142303187,-26.79839142303187
87,0.7655267584903658,0.7899486243107413,0.024421865820375532,-26.33672012694367,-26.33672012694367
88,0.7260059599232453,0.6828108042584982,-0.04319515566474719,-36.47927334971208,-36.47927334971208
89,0.6703673228678617,0.646002434724884,-0.02436488814297777,-33.65473322144666,-33.65473322144666
90,0.4147507958987683,0.4698234085661753,0.05507261266740704,-21.739108099888945,-21.739108099888945
91,0.4312958412964596,0.5118240003239944,0.08052815902753485,-17.920776145869773,-17.920776145869773
92,0.37363084733353313,0.3932405208505935,0.01960967351706039,-27.058548972440942,-27.058548972440942
93,0.377711057776582,0.3015907557848118,-0.07612030199177017,-41.41804529876553,-41.41804529876553
94,0.31012543601808035,0.40969088931177283,0.09956545329369249,-15.065182005946127,-15.065182005946127
95,0.2772092261853612,0.4026324710977754,0.1254232449124142,-11.186513263137872,-11.186513263137872
96,0.5352828015890654,0.6012135805667669,0.0659307789777015,-20.110383153344777,-20.110383153344777
97,0.7147299049039257,0.743500168074856,0.028770263170930233,-25.684460524360464,-25.684460524360464
98,0.33793604314327585,0.2698729886799328,-0.06806305446334304,-40.20945816950146,-40.20945816950146
99,0.4306829977264005,0.5030174449298038,0.07233444720340332,-19.1498329194895,-19.1498329194895
100,0.14013085569407865,0.18322814917382724,0.04309729347974858,-23.535405978037712,-23.535405978037712
101,0.09201127520971233,0.13765213687727054,0.04564086166755821,-23.153870749866268,-23.153870749866268
102,0.3776430215775788,0.3384981398856817,-0.03914488169189706,-35.87173225378456,-35.87173225378456
103,0.5989652474455807,0.5643249412201952,-0.0346403062253855,-35.196045933807824,-35.196045933807824
104,0.4858969639932738,0.6089180412481133,0.12302107725483952,-11.546838411774072,-11.546838411774072
105,0.29159946788282815,0.35050998853787757,0.058910520655049425,-21.163421901742588,-21.163421901742588
106,0.24539161808702448,0.3356828690074924,0.09029125092046791,-16.45631236192981,-16.45631236192981
107,0.5075960846983754,0.49319990201335007,-0.014396182685025294,-32.15942740275379,-32.15942740275379
108,0.4069997076632417,0.47027860325049897,0.06327889558725724,-20.508165661911413,-20.508165661911413
109,0.20725005444052982,0.20232515899407805,-0.004924895446451777,-30.738734316967765,-30.738734316967765
110,0.4993392009996972,0.5176300532521158,0.018290852252418555,-27.256372162137218,-27.256372162137218
111,0.2988546713437759,0.38846745066455257,0.08961277932077666,-16.5580831018835,-16.5580831018835
112,0.5316602787697913,0.5453044020767045,0.013644123306913225,-27.953381503963016,-27.953381503963016
113,0.48348730022835207,0.9807437568408893,0.49725645661253726,44.58846849188059,44.58846849188059
114,0.278419220964313,0.427162621133449,0.148743400169136,-7.688489974629597,-7.688489974629597
115,0.3355627846136338,0.34019851889855895,0.0046357342849251415,-29.30463985726123,-29.30463985726123
116,0.22969055834571828,0.47656072828171864,0.24687016993600036,7.030525490400052,7.030525490400052
117,0.3175350521121044,0.4030115151839206,0.08547646307181617,-17.178530539227573,-17.178530539227573
118,0.39692606559179844,0.4749520131687144,0.07802594757691594,-18.29610786346261,-18.29610786346261
119,0.4215748254678718,0.4785940811579225,0.05701925569005073,-21.447111646492388,-21.447111646492388
120,0.7114363079953009,0.6584688660161905,-0.05296744197911041,-37.94511629686656,-37.94511629686656
121,0.5795559940326587,0.5991022562481958,0.019546262215537125,-27.06806066766943,-27.06806066766943
122,0.4498560695606389,0.4252015387936474,-0.024654530766991478,-33.69817961504872,-33.69817961504872
123,0.646674944706376,0.6136337010579502,-0.033041243648425755,-34.95618654726386,-34.95618654726386
124,0.2698221435895606,0.4525251078342414,0.1827029642446808,-2.5945553632978786,-2.5945553632978786
125,0.4403826228869634,0.6175886207576444,0.17720599787068103,-3.4191003193978453,-3.4191003193978453
126,0.5217402216684752,0.5373633816346903,0.015623159966215105,-27.656526005067732,-27.656526005067732
127,0.574117248754773,0.6320165648258854,0.05789931607111243,-21.315102589333137,-21.315102589333137
128,0.4325941784346375,0.13962720342976526,-0.29296697500487223,-73.94504625073083,-73.94504625073083
129,0.36588047156517495,0.41690175203806745,0.051021280472892505,-22.346807929066124,-22.346807929066124
130,0.29640298779026075,0.3116146141366074,0.015211626346346652,-27.718256048048,-27.718256048048
131,0.5770609387380958,0.6275902868004272,0.050529348062331336,-22.420597790650298,-22.420597790650298
132,0.7378513663285037,0.7333444343669342,-0.0045069319615694825,-30.67603979423542,-30.67603979423542
133,0.5540043456835885,0.517630271039512,-0.03637407464407649,-35.456111196611474,-35.456111196611474
134,0.2534835528563553,0.3492702915743996,0.09578673871804427,-15.631989192293359,-15.631989192293359
135,0.18493995718988915,0.30215012876525027,0.11721017157536112,-12.418474263695831,-12.418474263695831
136,0.4963343598886765,0.5279942808204893,0.031659920931812746,-25.25101186022809,-25.25101186022809
137,0.6240973098920369,0.6462243847023271,0.022127074810290193,-26.680938778456472,-26.680938778456472
138,0.3960285500183635,0.4921237989251968,0.0960952489068333,-15.585712663975006,-15.585712663975006
139,0.40077575491241496,0.6028811616701357,0.20210540675772076,0.3158110136581129,0.3158110136581129
140,0.22332461326982506,0.38803132420264586,0.1647067109328208,-5.293993360076879,-5.293993360076879
141,0.7285695038686517,0.7406624204148834,0.01209291654623168,-28.18606251806525,-28.18606251806525
142,0.5472680862108911,0.6011693334053181,0.053901247194427016,-21.91481292083595,-21.91481292083595
143,0.12767418324565638,0.2511456936218958,0.12347151037623944,-11.479273443564086,-11.479273443564086
144,0.6141892351106142,0.5871173425963432,-0.027071892514271,-34.06078387714065,-34.06078387714065
145,0.42727829169741516,0.46877726052591834,0.04149896882850318,-23.775154675724522,-23.775154675724522
146,0.31623089701633156,0.3763251484475231,0.060094251431191514,-20.985862285321275,-20.985862285321275
147,0.1417560952916008,0.3054446268940639,0.16368853160246308,-5.446720259630538,-5.446720259630538
148,0.4180627201565185,0.48906047077368164,0.07099775061716312,-19.35033740742553,-19.35033740742553
149,0.4809732580420749,0.5699286886895814,0.08895543064750644,-16.656685402874032,-16.656685402874032
150,0.3298054853827839,0.4341525769294482,0.10434709154666427,-14.347936268000359,-14.347936268000359
151,0.26743269454905805,0.41443922271073413,0.1470065281616761,-7.949020775748586,-7.949020775748586
152,0.22363246940021675,0.25481133800293376,0.031178868602717014,-25.32316970959245,-25.32316970959245
153,0.7238574729276386,0.7366667130446847,0.012809240117046095,-28.078613982443088,-28.078613982443088
154,0.8838953117620113,0.8869687382846533,0.0030734265226419755,-29.538986021603705,-29.538986021603705
155,0.2394759510177369,0.41353537323008366,0.17405942221234677,-3.8910866681479845,-3.8910866681479845
156,0.5223351180996885,0.5408910924493464,0.018555974349657944,-27.21660384755131,-27.21660384755131
157,0.40412426760731385,0.45426688263069176,0.05014261502337791,-22.478607746493314,-22.478607746493314
158,0.20244084141937774,0.26262423204566493,0.06018339062628719,-20.97249140605692,-20.97249140605692
159,0.5540327737063827,0.5860508530391898,0.03201807933280709,-25.197288100078936,-25.197288100078936
160,0.22595340040785453,0.3037588934204113,0.07780549301255676,-18.329176048116487,-18.329176048116487
161,0.33829128408826553,0.41610155531005566,0.07781027122179013,-18.328459316731482,-18.328459316731482
162,0.3873490825887213,0.5517200798531336,0.16437099726441234,-5.344350410338148,-5.344350410338148
163,0.44029528013547503,0.487552593073729,0.04725731293825397,-22.911403059261904,-22.911403059261904
164,0.2358129858075894,0.2061652606177924,-0.029647725189796997,-34.44715877846955,-34.44715877846955
165,0.40204770774460447,0.4221458362838244,0.02009812853921994,-26.985280719117007,-26.985280719117007
166,0.5359810372354054,0.5507347607288345,0.014753723493429183,-27.78694147598562,-27.78694147598562
167,0.6546808958521058,0.666768562070637,0.01208766621853119,-28.18685006722032,-28.18685006722032
168,0.381317623593395,0.3430346744292334,-0.038282949164161584,-35.74244237462424,-35.74244237462424
169,0.26308922054237643,0.3593700525560431,0.09628083201366666,-15.55787519795,-15.55787519795
170,0.19670277046186999,0.18935866036385943,-0.007344110098010559,-31.101616514701583,-31.101616514701583
171,0.46825743469562414,0.5221102611624442,0.05385282646682005,-21.922076029976992,-21.922076029976992
172,0.5538400582287192,0.6154773412586615,0.061637283029942314,-20.754407545508652,-20.754407545508652
173,0.7664563932934748,0.6360509271389012,-0.1304054661545736,-49.560819923186045,-49.560819923186045
174,0.4777356123675624,0.39935334053697646,-0.07838227183058594,-41.75734077458789,-41.75734077458789
175,0.7055753619679471,0.6740694456596997,-0.031505916308247395,-34.72588744623711,-34.72588744623711
176,0.44385054225168175,0.6601469083884483,0.2162963661367665,2.4444549205149784,2.4444549205149784
177,0.7324179832261596,0.7463915512773088,0.013973568051149243,-27.903964792327614,-27.903964792327614
178,0.48952616426165624,0.5356546228250805,0.046128458563424235,-23.080731215486367,-23.080731215486367
179,0.5070804899555444,0.5398501254154271,0.03276963545988265,-25.0845546810176,-25.0845546810176
180,0.5698714509434991,0.6220978138386805,0.052226362895181344,-22.166045565722797,-22.166045565722797
181,0.6859581637753026,0.6725876939266091,-0.0133704698486935,-32.005570477304026,-32.005570477304026
182,0.6795965770070861,0.7495295271453913,0.06993295013830525,-19.510057479254215,-19.510057479254215
183,0.38167236981545577,0.37701976865585823,-0.004652601159597536,-30.69789017393963,-30.69789017393963
184,0.5685921022396616,0.5631948538480738,-0.005397248391587839,-30.809587258738176,-30.809587258738176
185,0.49437174196132017,0.5128287345544241,0.01845699259310396,-27.231451111034406,-27.231451111034406
186,0.6141939378683875,0.5968224882917244,-0.017371449576663145,-32.605717436499475,-32.605717436499475
187,0.20585351351468908,0.298683192458812,0.09282967894412289,-16.075548158381565,-16.075548158381565
188,0.29937183395138534,0.27212932722145433,-0.027242506729931004,-34.08637600948965,-34.08637600948965
189,0.1874268038355195,0.23970409405573764,0.05227729022021815,-22.15840646696728,-22.15840646696728
190,0.20032553053927454,0.3390481383903285,0.13872260785105395,-9.191608822341909,-9.191608822341909
191,0.5778185377895881,0.574082263723342,-0.0037362740662461036,-30.560441109936917,-30.560441109936917
192,0.6383682014500187,0.5030191283913206,-0.13534907305869814,-50.30236095880473,-50.30236095880473
193,0.2941311281823246,0.4041194048626947,0.10998827668037009,-13.501758497944486,-13.501758497944486
194,0.253289982334907,0.32705174591530134,0.07376176358039432,-18.93573546294085,-18.93573546294085
195,0.38643427638500494,0.3740361987956177,-0.012398077589387213,-31.859711638408083,-31.859711638408083
196,0.3594312660144712,0.4583898691063596,0.09895860309188842,-15.156209536216737,-15.156209536216737
197,0.24960210719031392,0.302215256514249,0.0526131493239351,-22.108027601409734,-22.108027601409734
198,0.6429909396768951,0.6283480548471417,-0.0146428848297534,-32.19643272446301,-32.19643272446301
199,0.20927526557340106,0.5988756959348345,0.38960043036143344,28.440064554215013,28.440064554215013
200,0.5198485420190712,0.6239224518406981,0.1040739098216269,-14.388913526755966,-14.388913526755966
201,0.05481322372479067,0.09832553069327468,0.04351230696848401,-23.473153954727398,-23.473153954727398
202,0.22167551730645427,0.40677875618993836,0.1851032388834841,-2.2345141674773856,-2.2345141674773856
203,0.054250141559997675,0.16315507993743314,0.10890493837743546,-13.66425924338468,-13.66425924338468
204,0.7079840095188866,0.6782562313712706,-0.02972777814761607,-34.45916672214241,-34.45916672214241
205,0.6189395011730455,0.6538694025275926,0.0349299013545471,-24.760514796817937,-24.760514796817937
206,0.5766983350320752,0.5535190664263242,-0.023179268605751036,-33.476890290862656,-33.476890290862656
207,0.2559528805543569,0.42487520720073824,0.16892232664638135,-4.661651003042799,-4.661651003042799
208,0.331816001416862,0.2951803027776353,-0.03663569863922672,-35.49535479588401,-35.49535479588401
209,0.2368238397395755,0.3473861303804304,0.11056229064085493,-13.415656403871761,-13.415656403871761
210,0.6301305643098759,0.6206416776178577,-0.009488886692018195,-31.42333300380273,-31.42333300380273
211,0.6859237324494027,0.6497331805501682,-0.03619055189923459,-35.42858278488519,-35.42858278488519
212,0.2334014476505293,0.25225423094004357,0.018852783289514258,-27.172082506572863,-27.172082506572863
213,0.2988403225867487,0.3404703042744456,0.04162998168769688,-23.75550274684547,-23.75550274684547
214,0.3715396660322925,0.4250323902130428,0.053492724180750295,-21.976091372887456,-21.976091372887456
215,0.2712186201332438,0.35570265522070577,0.08448403508746194,-17.32739473688071,-17.32739473688071
216,0.44746105499309413,0.45648034591139336,0.009019290918299228,-28.647106362255116,-28.647106362255116
217,0.26308859199651663,0.27518518430379163,0.012096592307275,-28.18551115390875,-28.18551115390875
218,0.5444284294210753,0.556621117741722,0.012192688320646683,-28.171096751902997,-28.171096751902997
219,0.7317690960609519,0.677879784451551,-0.053889311609400914,-38.08339674141014,-38.08339674141014
220,0.3201684188649991,0.41430599083748615,0.09413757197248707,-15.87936420412694,-15.87936420412694
221,0.31342434126810637,0.3266502163677392,0.013225875099632856,-28.016118735055073,-28.016118735055073
222,0.7093646562028271,0.6308606839305797,-0.07850397227224737,-41.775595840837106,-41.775595840837106
223,0.6315150449776072,0.7015405897408975,0.07002554476329026,-19.49616828550646,-19.49616828550646
224,0.612831325495838,0.7429247326024525,0.13009340710661454,-10.485988934007818,-10.485988934007818
225,0.7210770684382709,0.5816813176990336,-0.13939575073923727,-50.909362610885594,-50.909362610885594
226,0.7879528094110979,0.7331124284705668,-0.05484038094053112,-38.226057141079664,-38.226057141079664
227,0.5838688513338055,0.5159578024753958,-0.0679110488584097,-40.186657328761456,-40.186657328761456
228,0.16547831378267205,0.3684992363980397,0.20302092261536767,0.4531383923051493,0.4531383923051493
229,0.35324146435642095,0.5334415435312353,0.18020007917481434,-2.969988123777849,-2.969988123777849
230,0.4093116334241219,0.49909510505251214,0.08978347162839023,-16.532479255741464,-16.532479255741464
231,0.3455869874643684,0.40240817078837576,0.056821183324007374,-21.476822501398892,-21.476822501398892
232,0.5461176803274089,0.5941300707338598,0.04801239040645089,-22.798141439032367,-22.798141439032367
233,0.5090856931381826,0.5302487645181279,0.02116307137994522,-26.825539293008216,-26.825539293008216
234,0.34758002940782673,0.47284484920427505,0.12526481979644832,-11.210277030532751,-11.210277030532751
235,0.16504291445051866,0.2013174002550238,0.036274485804505124,-24.558827129324232,-24.558827129324232
236,0.4313892710389447,0.5086767940614633,0.07728752302251857,-18.406871546622213,-18.406871546622213
237,0.29092475640366305,0.4054951301209652,0.11457037371730217,-12.814443942404676,-12.814443942404676
238,0.3874107058261391,0.5957260963962514,0.20831539057011228,1.2473085855168407,1.2473085855168407
239,0.6956363635150883,0.7258748121146593,0.030238448599571033,-25.464232710064344,-25.464232710064344
240,0.6794368386965552,0.6513024641288826,-0.02813437456767265,-34.2201561851509,-34.2201561851509
241,0.267458404682248,0.3314376206741012,0.06397921599185319,-20.40311760122202,-20.40311760122202
242,0.18672106809580336,0.40299205754526574,0.21627098944946238,2.4406484174193537,2.4406484174193537
243,0.5549535994803553,0.6456774733164583,0.09072387383610303,-16.391418924584546,-16.391418924584546
244,0.5318698900082859,0.587283851816315,0.055413961808029155,-21.687905728795627,-21.687905728795627
245,0.3295451665610349,0.3437063515838409,0.014161185022806,-27.8758222465791,-27.8758222465791
246,0.4177005628008023,0.48003356370677125,0.06233300090596894,-20.65004986410466,-20.65004986410466
247,0.4272925659274698,0.4802318643550816,0.0529392984276118,-22.05910523585823,-22.05910523585823
248,0.5309404094410479,0.47562824716285107,-0.05531216227819685,-38.296824341729526,-38.296824341729526
249,0.32069319277160513,0.2894904511162214,-0.031202741655383726,-34.68041124830756,-34.68041124830756
250,0.4645574796082745,0.42395549151290673,-0.04060198809536775,-36.090298214305164,-36.090298214305164
251,0.24740399207235717,0.09269641939364899,-0.15470757267870816,-53.20613590180622,-53.20613590180622
252,0.31893369065006344,0.34599698493514985,0.027063294285086414,-25.94050585723704,-25.94050585723704
253,0.37305866722346054,0.2709108834143137,-0.10214778380914685,-45.32216757137203,-45.32216757137203
254,0.21050425555447833,0.2840170778056076,0.07351282225112926,-18.973076662330612,-18.973076662330612
255,0.6289054363038714,0.6930078308673775,0.06410239456350608,-20.384640815474086,-20.384640815474086
256,0.47312372828910215,0.40470527806492534,-0.06841845022417681,-40.26276753362652,-40.26276753362652
257,0.3735021590124396,0.4011957895464687,0.027693630534029068,-25.84595541989564,-25.84595541989564
258,0.1344485852320481,0.27984042391975633,0.14539183868770822,-8.191224196843766,-8.191224196843766
259,0.17616785517705855,0.3006907117258548,0.12452285654879627,-11.32157151768056,-11.32157151768056
260,0.32354925497996645,0.4913367014579329,0.16778744647796645,-4.8318830283050325,-4.8318830283050325
261,0.33027816554314254,0.3782488506804906,0.047970685137348035,-22.804397229397793,-22.804397229397793
262,0.2991760224698294,0.38282433894700457,0.08364831647717519,-17.452752528423723,-17.452752528423723
263,0.29856543109652367,0.2586211963388602,-0.039944234757663455,-35.991635213649516,-35.991635213649516
264,0.6226998518165646,0.6044581286494004,-0.018241723167164214,-32.736258475074635,-32.736258475074635
265,0.2424257529182995,0.24683882452780304,0.004413071609503549,-29.33803925857447,-29.33803925857447
266,0.12629090151278416,0.20404852118959316,0.077757619676809,-18.33635704847865,-18.33635704847865
267,0.5146681724883666,0.5495702428977899,0.03490207040942328,-24.764689438586508,-24.764689438586508
268,0.34124462699158997,0.2551082933263865,-0.08613633366520346,-42.92045004978052,-42.92045004978052
269,0.3578908830321059,0.5609392369208831,0.20304835388877718,0.45725308331657644,0.45725308331657644
270,0.6899723410932247,0.6375998600701859,-0.05237248102303882,-37.85587215345582,-37.85587215345582
271,0.5504007612616584,0.5172924302902835,-0.03310833097137489,-34.966249645706235,-34.966249645706235
272,0.44192721324548745,0.4163637104481523,-0.025563502797335158,-33.834525419600276,-33.834525419600276
273,0.6593051523566765,0.648223286820684,-0.011081865535992552,-31.662279830398884,-31.662279830398884
274,0.4685916600450674,0.5850003671487797,0.11640870710371226,-12.53869393444316,-12.53869393444316
275,0.2741069295740337,0.39361119997359645,0.11950427039956274,-12.074359440065589,-12.074359440065589
276,0.19631515491209825,0.2576154024865488,0.061300247574450545,-20.80496286383242,-20.80496286383242
277,0.697949493425197,0.642058641348612,-0.05589085207658495,-38.38362781148774,-38.38362781148774
278,0.48480556118187157,0.42399723369890235,-0.060808327482969216,-39.121249122445384,-39.121249122445384
279,0.8388631463081384,0.7732368769740423,-0.0656262693340961,-39.84394040011441,-39.84394040011441
280,0.31763109120898186,0.3832160279824771,0.06558493677349525,-20.16225948397571,-20.16225948397571
281,0.3546575690705812,0.41847557063547064,0.06381800156488943,-20.427299765266586,-20.427299765266586
282,0.4511545185631664,0.5682193577749939,0.11706483921182748,-12.44027411822588,-12.44027411822588
283,0.7131849016877887,0.6231899542304928,-0.08999494745729586,-43.49924211859438,-43.49924211859438
284,0.7119597517208173,0.7168298954785421,0.004870143757724876,-29.26947843634127,-29.26947843634127
285,0.5658613445122069,0.6649580673841001,0.0990967228718932,-15.13549156921602,-15.13549156921602
286,0.42939315793427707,0.5074857284293383,0.07809257049506119,-18.28611442574082,-18.28611442574082
287,0.3208856774368271,0.533253324459072,0.21236764702224492,1.8551470533367365,1.8551470533367365
288,0.23259042269805574,0.22802162257839542,-0.004568800119660321,-30.68532001794905,-30.68532001794905
289,0.3808131443532748,0.37543394823509807,-0.005379196118176721,-30.80687941772651,-30.80687941772651
290,0.5687071343362652,0.44000222328733135,-0.12870491104893383,-49.30573665734008,-49.30573665734008
291,0.3182214753076372,0.41952122261515734,0.10129974730752012,-14.805037903871982,-14.805037903871982
292,0.23539417939375273,0.181420491647471,-0.05397368774628172,-38.09605316194226,-38.09605316194226
293,0.3817265408628131,0.4041331972549366,0.022406656392123525,-26.63900154118147,-26.63900154118147
294,0.36126285987806567,0.33166344832214345,-0.029599411555922217,-34.439911733388335,-34.439911733388335
295,0.819809820773076,0.8050417348276644,-0.014768085945411569,-32.21521289181174,-32.21521289181174
