member_id,y_true,p_logreg
3306,1,0.4057987093612685
454,1,0.5825656379099977
4468,0,0.42754771709260136
9045,0,0.43814880051651595
9292,1,0.4114747355394095
7968,0,0.1470665864531739
8763,0,0.496622736708255
6482,0,0.47593892217507056
4398,0,0.5459715878385479
944,1,0.3814172230558134
6246,0,0.42760766958598434
176,0,0.5433012461723936
5220,0,0.3485519291092602
7270,0,0.3302622516924345
1112,0,0.08977482100321446
3616,1,0.5989354912421321
5620,1,0.3055555259761642
21,0,0.3421208404516816
5993,0,0.7342189091965684
8115,1,0.6103426660876693
8189,0,0.05197005088490908
1652,0,0.5013481134504453
9830,0,0.4789886464229084
4041,0,0.3475583556865477
2032,0,0.5600018496712948
6928,0,0.34608646192929715
461,0,0.5278565687801023
2245,0,0.5582203072732822
2556,0,0.42321267574594973
8201,0,0.2018885999154374
3505,0,0.43810504269153533
5816,0,0.2950802577119658
8082,0,0.4281087623428231
8375,0,0.4683118204161242
292,0,0.2182382458118835
4964,0,0.4168558879861403
5589,0,0.44289560223559526
4252,0,0.6322088855242886
2729,0,0.3225778921843349
2145,0,0.35266131157345687
5264,0,0.6502612857463209
6251,0,0.4884149261012828
1415,0,0.5730842251779632
4963,0,0.40715102418458987
5161,0,0.4514240257964445
7873,0,0.7552237970984368
3785,1,0.5354111395529787
928,0,0.37215207350328705
9303,0,0.4022080273533253
3815,1,0.5014895582313666
7256,0,0.3016528798919417
8365,0,0.3720070713620821
3002,0,0.6919570706827396
2946,1,0.47307427839992094
5916,0,0.5577223641225293
3351,1,0.37681158708181506
8223,0,0.46511813667234636
2580,0,0.4703828766105317
5115,0,0.3182409035546663
1098,0,0.3578984272298485
9293,0,0.543170916917135
9276,0,0.5544995133247848
170,0,0.2197644079812497
6186,0,0.1435503889409212
152,0,0.28477036444894904
2506,0,0.4623291240896015
1184,0,0.47629350767200623
2370,0,0.4710356583671637
9626,0,0.34142732805793125
270,0,0.6569322845930154
7951,0,0.27404421008316654
9555,0,0.41301431663404775
9565,0,0.533386320926088
5028,1,0.49067392113379205
1065,0,0.5307940381396387
8761,0,0.400133221225089
9905,0,0.3056167410543024
3532,1,0.5138290523095689
3972,0,0.5716261376948847
6572,0,0.6329108601592975
9545,0,0.5159216568658894
7087,1,0.5037231197235938
607,0,0.5491589559802527
3579,0,0.1170728592387154
5111,0,0.4950236741416304
5191,0,0.38273203926749194
2393,1,0.8142873232151491
6973,0,0.43238079735000035
6323,1,0.5240671591304475
2044,0,0.24717471102769542
7021,0,0.6124262333076769
5676,0,0.4349297114767962
1624,1,0.6744859907853126
1439,1,0.5366497057738653
2186,0,0.36823171623832796
2704,0,0.28340416739004176
2575,0,0.5070892401130246
512,0,0.5877320325423969
2535,1,0.5414046266700003
6818,0,0.5238221854801787
8471,0,0.46123992230978617
9671,0,0.5025470858369568
9926,1,0.6628740125480749
3426,0,0.41990340943092214
6508,0,0.21406555413946596
8858,0,0.4211446491150838
7579,1,0.4463549649381926
6968,0,0.3890820102160258
3300,0,0.3970032263028899
245,0,0.3517253171411775
2312,0,0.5370408890640452
9848,0,0.49305690386835205
855,0,0.4344821572832822
6384,1,0.6358366219249176
3349,0,0.45455216881482596
4986,1,0.5650580288138654
6447,1,0.769083404011115
7832,1,0.4529099397076137
6422,0,0.3737065892781971
8640,0,0.38425366485015316
7475,0,0.6073780277206401
4608,0,0.2858052134367146
4273,0,0.6474945850438822
5337,0,0.40748804313428855
5554,0,0.4551261825465853
6305,0,0.40669343978841815
5590,0,0.5273257776167558
1200,0,0.6039470085118364
3993,0,0.27540265629758043
7380,0,0.6337334629437982
6683,0,0.5623075518115206
2416,1,0.6916866884784324
6291,0,0.34062034259351226
3461,0,0.2857834190911498
5706,0,0.5818560581151428
1129,0,0.5327862892207132
5429,1,0.5726274270175357
4335,0,0.25765827748964
7461,1,0.6440787069702643
1255,0,0.5987778339526989
8530,0,0.1674672610056362
3889,0,0.40613521115357554
1713,0,0.661110921939837
7467,1,0.5783220455982024
3783,1,0.4946117199093428
4384,0,0.6014996857052866
9082,0,0.7505046927295786
3926,1,0.4127368937607315
4379,0,0.37828844472247014
5449,0,0.5738023665788233
4737,0,0.49445244368554225
165,0,0.4509363423551285
1773,0,0.3721040427120629
9494,1,0.38151261556651994
6444,0,0.5594086401038607
1338,0,0.7878663810901532
3228,0,0.27685991310977487
5827,0,0.30769800767022915
694,0,0.3456107494644175
1716,1,0.7451264430785574
2316,1,0.5164623749495767
1506,1,0.5451047878779074
3025,0,0.4996008919118802
2876,1,0.7912375710020189
9403,0,0.48301932320954866
3150,0,0.6313145673810594
7262,0,0.30224427113348273
588,1,0.20810923767862008
3402,0,0.4556391437316193
2284,0,0.561775477490164
1337,1,0.49475529309564187
6887,0,0.6223225407603267
8263,0,0.39277019249838246
9133,0,0.38342086332718117
1093,0,0.538026836794386
7780,0,0.3016705199901131
1444,0,0.42074694830657117
3513,0,0.5508906263383738
4652,0,0.4390547311425951
1935,0,0.5137261360020771
3238,0,0.5772635368607972
5934,0,0.4913113768308786
8512,1,0.7142843501559413
6920,0,0.23181869250387546
3179,0,0.32536684506542213
4113,0,0.7315159674133813
4687,0,0.3775012768798544
326,0,0.6279530293876922
28,1,0.6158960682405632
2587,0,0.5916738995698367
3009,0,0.5659245450777222
788,0,0.5127643083565737
3296,0,0.6425435415128701
6863,0,0.43612925510214917
5815,0,0.4407413016515016
3796,0,0.34900136101473156
859,0,0.6831548812682722
6696,0,0.34524936293996883
5310,0,0.4975491390429733
5612,1,0.41597292294592836
3291,0,0.3975986083768573
2767,1,0.4042746264363836
5898,0,0.3973570822185081
291,0,0.4050327789426312
470,0,0.6095453560568538
4566,1,0.839725913596751
2341,0,0.27683852289187055
8729,0,0.3674337918807972
925,1,0.43233336308743286
8217,0,0.5628294272596495
9817,0,0.5061522610658216
1892,0,0.3311951862905426
7624,0,0.33625824208099203
3120,1,0.7391735157073539
2189,0,0.4507545506446669
5705,0,0.22156978261127805
6001,0,0.5788030734509608
1241,1,0.38709285101999696
1529,1,0.43191042730027346
6889,0,0.34941476075466704
3128,0,0.48890276414238293
4295,0,0.4552122158187631
6958,1,0.5527674568751639
9110,0,0.704332724208386
7,0,0.5077733304807348
669,0,0.5892110821697719
8952,0,0.520006096331904
4694,0,0.33687902198869
7516,0,0.6091299230727943
5980,0,0.5010813181739439
4329,0,0.40426686355889574
8107,1,0.40529311992524847
5435,0,0.35693680461857796
9339,0,0.47187108076698886
3012,1,0.5783999521427161
5613,0,0.45482499613929245
2322,0,0.5595713756233367
6750,0,0.19899952205428625
2137,0,0.4832983341069106
4407,1,0.46303090762330706
8617,0,0.46890174119549555
2741,0,0.5252208937401396
8579,0,0.23201214504152037
5472,0,0.49096265345133483
7815,1,0.649328358956952
2047,1,0.6462482835218576
2684,0,0.26497819711267234
6336,0,0.35566489884581565
4759,0,0.7458877117562652
4216,0,0.4486886441342876
6045,0,0.383252181604962
5633,0,0.517259787902017
2600,1,0.34704284212218606
9990,0,0.4685908868816006
4975,0,0.301282290597221
5065,0,0.44398291904924475
2597,0,0.5068053266725668
360,0,0.338882791832178
9531,0,0.48260739403704955
9089,0,0.5588835134733834
1809,1,0.4106464583512948
984,0,0.5503053482846648
9158,0,0.4253870583215878
2911,1,0.5568690098518808
2173,0,0.4117216611185543
7725,0,0.682398929626328
6909,0,0.3057182280593498
8487,0,0.3862688508054504
3928,0,0.30537890680809954
3069,0,0.43002059120660935
4222,0,0.4190516859045428
8580,0,0.5892255754162948
8735,0,0.6681019726093437
6800,0,0.27147890443739653
603,0,0.24863355423204234
198,1,0.6427625898313976
4075,0,0.40244975971396185
3568,0,0.24463651235296022
4170,0,0.30078772475407506
747,0,0.3431119533029634
8895,0,0.30513371927470556
351,0,0.30960096902474493
1665,0,0.45987805979989804
6868,1,0.6503933789770102
8922,0,0.21274841963895808
1126,1,0.6828038677065171
4066,0,0.5591252985413095
3443,0,0.24309901291598876
9799,0,0.46817673578642793
9233,0,0.37556716123293454
4860,0,0.31012568262668966
1033,0,0.5085149799033709
2362,0,0.5563939392770866
1996,1,0.5550230793821762
578,1,0.5893567609450987
7474,0,0.4590782630451127
3411,0,0.29003801839621574
5389,0,0.4438949498398245
8916,1,0.5080183258810921
5743,0,0.6941582304634892
9136,1,0.5880194833407189
7451,0,0.7012756097197463
2304,0,0.5404294264738543
2291,0,0.46454130585727016
8278,1,0.6274975780470009
5782,0,0.16982262263126174
484,0,0.5533637495723974
7367,0,0.5067916948287413
9845,0,0.30649420712367087
4950,1,0.36123324300168197
6103,1,0.6408800222736032
4554,1,0.219647933133556
8598,0,0.6238794152190528
6617,0,0.4378640606512717
5765,0,0.6119273549727005
1121,0,0.3639751324143196
9382,0,0.4751945793937041
6005,0,0.414330279743944
3596,0,0.29682556292358525
3477,0,0.5739167887642505
3139,1,0.5409103516719533
9687,0,0.8043378520919398
6842,0,0.49958224009055474
6315,0,0.46836486977984343
9513,1,0.5095821823688298
5023,0,0.3796366085212219
5586,1,0.7055056845482359
662,0,0.39355702549106497
1467,0,0.4656150046595205
4930,1,0.5368709941261087
818,0,0.5705044598044203
7016,0,0.4500991953432576
6839,0,0.3064325837587506
6215,0,0.7302323022636671
2048,1,0.5604091756087759
1017,1,0.6635701511675579
7479,1,0.62075793693008
3137,0,0.3840183963889266
8166,1,0.43489282524747125
9547,0,0.44900313932623204
4116,0,0.3692472373669305
2796,0,0.7105941179646085
7827,1,0.5179313348730264
5298,0,0.5541146310667605
2565,1,0.1571677168443117
2676,0,0.5419413290650588
3018,0,0.5634046439219142
1909,0,0.6462066313401702
7165,1,0.5156158439503432
7999,0,0.5226008669420537
1109,1,0.7137711441222953
6281,1,0.5426021372606307
9371,0,0.5423869480519952
2040,0,0.4638310613367304
3392,1,0.4421872707195803
4240,0,0.3301829979395856
2539,0,0.44877005644664136
7260,0,0.4696694763561876
2154,1,0.46232579314600464
2831,0,0.4973209076674193
4932,1,0.5752690430290323
2758,0,0.32300428819226296
3959,0,0.4004811905986695
2491,1,0.35564742850922226
3117,0,0.5769986525130174
5315,0,0.4676844338996173
379,0,0.4517873658809704
7158,0,0.5507540922528784
2653,0,0.365969784547387
8635,0,0.28658711585615604
9847,0,0.2211539278288494
5922,0,0.5751845698323463
9708,0,0.5345105008437248
763,1,0.2991333127215209
8300,0,0.40267572584473826
8604,0,0.283062940110343
5,0,0.3275232572454288
3848,0,0.24869763797144762
75,0,0.45138579220441827
143,0,0.1970979936201295
9288,1,0.7302594273408389
783,0,0.46608891122739793
5469,0,0.6593853821679634
8633,0,0.43148576226060104
4614,1,0.2616834315406582
4169,0,0.5390850541037906
8277,0,0.35793457589216154
55,0,0.3635454554161505
8027,1,0.6538319089860303
6636,0,0.41021646053386684
4689,0,0.6414144504444492
670,0,0.6537647510966392
1356,1,0.5771579994604543
3415,0,0.668005430444704
9410,0,0.49663485780122435
7371,0,0.5707111353355375
1163,1,0.4540110901551933
3905,0,0.4356340033542551
2422,0,0.5055236500916039
6673,1,0.4948446741757096
9447,0,0.46743417911257107
8297,0,0.6198896336390728
4783,0,0.5330415598197046
7456,1,0.6865780579081405
7912,0,0.4162384541129413
3982,0,0.4336128655564906
995,0,0.07959611293966805
5567,1,0.32967788195966613
1186,0,0.5812680414443955
9644,0,0.6143243724542211
6878,0,0.7227553945977335
30,1,0.6152552029520955
8451,0,0.3853001826187909
2993,0,0.4896202560445459
4277,0,0.5374864559485438
3919,0,0.39464523060040735
1152,1,0.7983718715745374
1199,0,0.497796950798535
9120,1,0.8054543507597498
1317,0,0.27996356731287725
9941,0,0.33413059591863326
1201,0,0.46975151475618004
7949,0,0.161674588276518
6417,0,0.4133767464491892
2456,0,0.2853379330556196
8133,0,0.4033294536898453
9805,0,0.3431451069910197
9112,0,0.4560250702171838
1746,0,0.3172525832152223
7320,0,0.41062277974351685
4502,0,0.3888173785489646
3032,1,0.5861314450301749
1107,0,0.45475952283099713
7252,0,0.40480868256596847
7257,0,0.14055324670815014
4683,0,0.6735085391676136
986,0,0.3979717508797819
6744,1,0.4004128454849215
8650,0,0.18812038457840122
1061,1,0.6301571086250983
42,0,0.2191849712476116
8119,1,0.4458782740414267
5822,0,0.4489717861126101
6521,0,0.5328694768485362
6549,0,0.6032834376055581
3516,0,0.2514190533569872
8100,0,0.4429671447590426
333,1,0.4830210885005232
9785,0,0.4831784378832791
8982,0,0.3407690174997368
804,0,0.19253467992746043
1405,0,0.5508912125400091
9857,1,0.313682492011716
7609,0,0.19893827259439315
6627,0,0.5569601285584711
1597,0,0.19658576977522024
8800,0,0.4905878262643446
9488,1,0.41384950715804075
4416,0,0.42908700030612024
5739,0,0.5011828980276006
4503,0,0.45366663575841004
3964,0,0.41543781944469516
9897,0,0.6612240672152744
4344,0,0.2439856512559472
4801,0,0.37474892394271775
261,0,0.36419950674451057
3198,0,0.3500981691440964
8401,0,0.5084276132324427
951,1,0.5761686202847713
698,1,0.4585754426486805
6690,0,0.521231578727614
6279,1,0.728127847268238
4188,0,0.3801858273244677
4509,1,0.8334387792296565
5199,1,0.4607114279178524
90,0,0.48291530115357445
218,0,0.5583707625404235
1808,0,0.5761148334991592
8077,0,0.3665372178337821
3031,0,0.5952239382496798
6741,0,0.6271761913587993
8331,0,0.4366512815483875
1450,1,0.5323537686179975
663,0,0.43724395886317563
4376,0,0.12353420827268664
3186,1,0.7306580976659559
7433,0,0.4218869843301285
592,0,0.5037794685495103
9250,0,0.4089010269186247
4477,0,0.5855600571628139
5253,0,0.5400941961122039
4663,0,0.5863079209441455
969,0,0.39976662120018963
5386,0,0.4932441745315897
3725,0,0.3897992302344773
3718,0,0.44405190538267936
4489,1,0.4707002053635762
3427,0,0.3580476332218818
1345,0,0.5199957829832826
9841,1,0.6916411447307469
6338,1,0.6808982446819026
2583,0,0.5846832560430006
8144,0,0.38516940470630745
4864,0,0.523710617385987
4247,1,0.6926547995125895
8933,1,0.7603179010924028
5599,1,0.3763325361613341
4279,0,0.41877092836765567
8066,1,0.7022451398152121
9235,0,0.5892403247773079
6393,1,0.3082541936283324
5374,0,0.7311632196085224
8031,0,0.3390029784416911
260,0,0.4219363358578847
3699,1,0.731342045363825
8129,0,0.7421587081574144
2859,0,0.5004255517997971
2495,1,0.38318616864626026
6768,0,0.34443784584976184
9148,0,0.6369472797293562
7036,0,0.4223865691493418
7757,0,0.7098968493197969
8727,1,0.3955323393963984
1160,0,0.19830125666654397
6061,1,0.3657078028968115
516,0,0.5679009980299915
7541,0,0.4083565267130832
8275,0,0.17676427309904283
1049,1,0.4608603743448199
5636,0,0.44985023920573225
7069,0,0.4654429111553602
6278,0,0.43515049408216905
2026,0,0.38143115919194737
5282,1,0.6278949651606103
7149,0,0.5108751685450665
1210,0,0.4975193736880649
3637,0,0.5737020756465068
9139,0,0.4995015162296981
432,0,0.44804895071078477
7739,0,0.4206626203608764
8111,0,0.3069843627886062
9999,0,0.4459229871246638
9679,0,0.3151178889470617
2690,0,0.31717819884424586
8464,0,0.46997455691366674
4923,1,0.509382549899712
2672,0,0.4790064914637687
9983,0,0.27493414255219056
4342,1,0.4309991141147776
8719,1,0.4167149298942658
3828,0,0.6131624821635385
8253,0,0.842839764446559
5557,0,0.5121147361572801
5444,0,0.43660751887109106
2516,0,0.48659789203819326
8132,1,0.6464401022512827
4093,0,0.5616637413734572
5033,0,0.3737968931744705
5177,0,0.24774287826589203
2526,0,0.3486832253795583
33,0,0.36395861256351003
7133,0,0.5760346578098859
8377,0,0.5411487314970352
6013,0,0.45952646043669637
4178,1,0.7140026127346585
4895,0,0.44714246153043885
9603,0,0.6610873766616508
5189,0,0.5248389004783749
2095,0,0.25888962361140827
4120,0,0.3545252659168619
51,0,0.30948387626216195
9549,0,0.398387167054593
2288,0,0.3788974718314774
8749,0,0.6359822776738567
7964,0,0.2301052343310017
9621,0,0.39584007796997783
5500,0,0.41324647882136334
5635,0,0.3857803644579332
6096,0,0.6490903202800085
1251,0,0.38553057754401854
3840,0,0.3052470943894117
7825,1,0.5858658291091203
6149,1,0.6214738371627093
2344,0,0.3251677381695664
5954,0,0.637214087909844
74,0,0.3953075637024161
9055,0,0.49623998381140744
8669,0,0.5388502951398179
5688,1,0.3524547832647016
8832,0,0.3988635247992666
3337,0,0.480906072614174
7826,0,0.6238799483385828
2514,0,0.44466458244324936
5273,0,0.5310608136080459
2990,0,0.3348720668144138
3261,1,0.5153778785043266
4231,0,0.3362639439498083
2372,0,0.2766517845569776
1265,0,0.28090956081347934
5961,0,0.7231005518786909
8850,1,0.8544084331000399
4017,0,0.6967583209646105
2602,0,0.3678141686358138
8614,0,0.26588583824099155
3709,0,0.5702536519421999
1452,1,0.6482701620872028
5640,0,0.30764609236180734
6324,0,0.20923507101597258
194,0,0.2959244276885198
3357,0,0.3066360540046025
1173,0,0.3082833846112727
3713,0,0.47069161485204025
4068,1,0.8710313164349617
4882,0,0.34044498429736
4738,0,0.14215081145920427
724,0,0.3682894521887789
7494,0,0.39857709149848014
7020,0,0.31167777433863225
8026,0,0.14917269340439243
2955,1,0.61946410265864
3968,0,0.2647145325137238
9539,0,0.490602680863454
9345,0,0.3028442330182385
1673,0,0.37088639798986817
2089,0,0.36967446887163646
1712,0,0.282200054431346
8190,1,0.7909262941173376
7990,1,0.3260402692221767
3859,0,0.6288878313057427
4057,0,0.5198791149871231
4088,0,0.5801228983814247
1056,0,0.4497044499236736
3921,0,0.6073107186599059
6954,0,0.40534702016434987
8351,1,0.5072387906019225
521,0,0.4488961879543178
714,0,0.6271366071224189
3560,0,0.5473382549842283
6604,1,0.4580978298232133
9813,1,0.5325859879994055
8174,0,0.43167904139096686
8386,1,0.5676015034231061
2706,1,0.543781246839429
5728,0,0.14841189521384252
4506,0,0.29086973705732394
1294,0,0.5423023056124804
619,0,0.5057020306143654
6674,0,0.7343138857467222
1621,1,0.47347844667505046
8058,0,0.4851105244129327
2360,0,0.4835964973427999
1462,0,0.6426823159714263
8426,0,0.4902018453301919
9075,0,0.5615926235381227
3940,1,0.4580070709995737
4186,0,0.6904809224176128
5011,0,0.4357124621148122
4349,0,0.3940093992812788
9837,1,0.5483228423148442
3095,0,0.43736845535879204
5920,0,0.4839421506328828
4187,0,0.3262399353765741
4732,0,0.4749323299913539
2081,0,0.5010133613966353
7862,0,0.5214895907716273
5145,1,0.553649998522287
7681,0,0.46142552169849416
1379,0,0.5205336293100358
2242,0,0.608482807676262
4523,1,0.722897953029431
2855,0,0.4085946751430965
9147,0,0.3160036864898757
853,0,0.6146482416041154
4042,0,0.40861972610153574
3909,0,0.35418682960796294
2136,0,0.5548121696742663
8807,0,0.5090199570899988
8936,0,0.5565654129175016
3425,0,0.6151765658569393
5126,0,0.32878709071869205
1377,0,0.41562495015646417
1975,0,0.6843971333941852
6670,0,0.3330253164424075
3739,0,0.46195836923385203
2536,0,0.337661742344733
675,0,0.6280645838730703
7414,0,0.45912073181002383
9744,0,0.5037637929334714
5611,0,0.4054579460100584
9956,0,0.41280342661684855
4422,0,0.21032496124971947
4690,0,0.5858396577757321
3714,1,0.5043787860487542
1780,0,0.5552350822326186
8717,0,0.21122495280480294
5951,0,0.599578028274344
1535,0,0.41532823627530835
7369,1,0.43884136186514294
7537,0,0.5673103158634422
6134,0,0.4370191833264334
3883,0,0.4409181058908483
8205,0,0.4393439999246857
7286,1,0.6996688865430087
8313,1,0.7794190607363289
1495,1,0.4262696032548376
6475,0,0.30737351208505354
6773,0,0.43151769241784277
9698,0,0.6316458441908853
3274,1,0.3302258243186182
5262,0,0.25962193889941465
890,0,0.45976404771307744
2434,0,0.5387188189512521
5292,0,0.33585277916178724
4508,0,0.5204007988345828
6563,0,0.6350330968071113
3317,0,0.7704163586163845
268,0,0.2959821919968767
1990,0,0.6377209491656733
5238,0,0.7518714998829304
2619,1,0.7202647558543058
9036,0,0.5966928524283933
8390,1,0.5725761359314852
8235,0,0.29873744740896835
3155,0,0.5404790036087824
6819,0,0.33556639006446226
8638,0,0.37211627273003195
4456,0,0.8042194763110518
5725,0,0.5854612130579903
3225,0,0.3852779065562196
6528,1,0.5359223354983327
6387,0,0.3998266438857457
1943,0,0.5488343115744793
4016,0,0.31314838532611106
6514,0,0.4373233086364905
8810,1,0.5073605538344804
3067,0,0.41094201345223785
9393,0,0.4766467576281435
6099,0,0.32158332780344656
1630,0,0.7093358361962886
2503,1,0.3368888806446273
1862,0,0.6934219919438847
8698,1,0.40416382991118094
6199,0,0.6002080606066367
8678,0,0.3856847147333759
6481,1,0.4885274328402972
7534,0,0.39715360938776456
9850,1,0.5434539745279057
8997,0,0.32935487754525744
3462,0,0.25133475250031206
6926,0,0.43151972604695216
3747,0,0.35601499574304474
6667,1,0.6608014464898682
437,0,0.371953278484452
1206,0,0.6673558596470119
5525,0,0.456116340579732
6542,0,0.5264466973939075
9373,0,0.3484383011716599
2183,0,0.5344598991895159
7687,1,0.4468839826702449
8336,0,0.5306506780633856
9469,1,0.7000588345922445
4590,0,0.4043916388626915
9781,0,0.402666414490688
1018,0,0.40974301113640443
7493,0,0.6663933423979181
5169,0,0.3736579157319204
6143,0,0.6173383258042889
2148,0,0.26038465225800705
9667,0,0.26140652958128846
3882,0,0.46243064607593115
4548,0,0.5177949117396199
2889,0,0.33863514787042565
7833,0,0.3413479982594385
9275,0,0.1319153885558595
7337,0,0.5198041886245537
5431,1,0.6404333089425676
8179,1,0.623037814382229
4933,0,0.5150686640181226
4896,0,0.5973905792168523
1947,0,0.38722474576114835
50,1,0.6996597064518874
832,0,0.3513506641376735
5014,0,0.43463800522022694
8032,1,0.42097576736919046
2281,1,0.3967655367851178
4127,0,0.5569940511864051
171,0,0.5073565344301137
6427,0,0.20025660682131277
529,0,0.4010284165482433
9820,0,0.5776080464317644
1449,0,0.1889386993492648
2965,0,0.4548765477427358
5036,0,0.3048684836936272
7703,0,0.3400528956260963
7062,0,0.30611838372440864
8518,0,0.27135461785843284
3011,0,0.5419018225374359
917,0,0.5477255132804771
1262,0,0.682129358855709
295,1,0.8201482884354605
3983,0,0.34649814841510385
5139,1,0.6034624801924677
7397,0,0.39573652001063714
8054,0,0.2212484169681629
6619,0,0.2225280868408645
4005,0,0.5322253104059868
6223,0,0.14590990360926193
6478,0,0.4538387181786715
9097,1,0.495172515632637
5165,0,0.5005882549781032
1298,0,0.43791733473405814
4464,0,0.3686888570730691
6088,0,0.35855012742769293
4565,0,0.4008874846859488
7961,0,0.440142629374973
1271,0,0.6360723674227708
446,0,0.5196601042053343
1139,0,0.7010992974320548
9220,0,0.5851684594106701
2956,0,0.40999308558542147
8474,0,0.39289216580768943
3408,0,0.28029353016518943
7092,1,0.5702893758594383
1131,0,0.39011238812193183
869,0,0.46865226152328104
5339,0,0.6785368877742594
8983,0,0.31652429055088616
4637,0,0.6231759218846837
3467,0,0.462248627267889
3023,0,0.3863869193804862
4695,0,0.41831931700268876
811,0,0.41962156395774636
7312,0,0.6972291640860676
7010,1,0.31046936848185136
9440,0,0.5290763689082373
5856,0,0.5155939842557837
2376,0,0.437954287207908
4163,0,0.6839005326226899
8339,1,0.5631407931579708
8853,0,0.4963568711479124
1428,0,0.45854144871515806
7463,0,0.12922126070242926
8813,0,0.14239341280372042
6471,0,0.492009969731403
3167,1,0.40094310931355975
8797,0,0.39886855396914045
6316,0,0.36398061306667445
1180,0,0.5668600607014489
